#,Rule Type,Template Correct Phrase,Template Error Phrase,Mecab Output,Requisite Syntactic Tags,Inserted,Modified,Preserved,Substituted,Deleted
13,Token,聞いて,聞って,'動詞,自立,五段・カ行イ音便,連用タ接続,聞く,助詞,接続助詞,*,*,て','1,0,0,0,0,1,1,-1,-1,1',[1],'[[0, 0]]',[],[],[]
261,Token,しない,さない,'動詞,自立,サ変・スル,未然形,する,助動詞,*,特殊・ナイ,基本形,ない','1,0,1,1,1,1,-1,1,0,1',[0],[],'[[1, 1]]',[],[]
248,Token,なのは,なは,'助動詞,*,特殊・ダ,体言接続,だ,名詞,非自立,*,*,の,助詞,係助詞,*,*,は','1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,-1,1',[],[],'[[0, 0], [1, 2]]',[],[]
69,Token,したくない,したいない,'動詞,自立,サ変・スル,連用形,する,助動詞,*,特殊・タイ,連用テ接続,たい,助動詞,*,特殊・ナイ,基本形,ない','1,0,0,0,0,1,-1,1,1,1,1,-1,1,0,1',[],'[[1, 1]]','[[0, 0], [2, 2]]',[],[]
